DEA Number	SMILES	INCHI FULL	INCHI PARENT	URL	Name	theLychiKey	NARC	CSA SCH	Other Names	Source	UNII	SCHED	Notes
DEA-4000	C[C@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	InChIKey=WRWBCPJQPDHXTJ-DTMQFJJTSA-N	InChIKey=WRWBCPJQPDHXTJ-DTMQFJJTSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Methandriol (17alpha-methyl-3beta,17beta-dihydroxyandrost-5-ene)	C3F34NHPH-HTTH74D1TR-HRC8FHSHZRS-HRSG83URF7H7	N	III	Sinesex, Stenediol, Troformone	FDA-SRS	5730Z864KG	DEA SCHEDULE III	
DEA-4000	C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4Cc5nonc5C[C@]4(C)[C@H]3CC[C@]12C	InChIKey=RGLLOUBXMOGLDQ-IVEVATEUSA-N	InChIKey=RGLLOUBXMOGLDQ-IVEVATEUSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Furazabol (17alpha-methyl-17beta-hydroxyandrostano[2,3-c]-furazan)	B7463HMLT-T4WHBWB9BY-TYKZWMW24B5-TY5C3JYUMUYZ	N	III	Frazalon, Miotolon, Qu Zhi Shu	FDA-SRS	2W07HSP5PX	DEA SCHEDULE III	
DEA-4000	C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4Cc5[nH]ncc5C[C@]4(C)[C@H]3CC[C@]12C	InChIKey=LKAJKIOFIWVMDJ-IYRCEVNGSA-N	InChIKey=LKAJKIOFIWVMDJ-IYRCEVNGSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Stanozolol (17alpha-methyl-17beta-hydroxy-5alpha-androst-2-eno[3,2-c]-pyrazole)	B7463HMLT-TKTVV5XTXC-TCGWBWXC6DP-TCP3J6JMNPCA	N	III	Winstrol, Winstrol-V	FDA-SRS	4R1VB9P8V3	DEA SCHEDULE III	
DEA-4000	C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC=CC[C@]4(C)[C@H]3CC[C@]12C	InChIKey=FRVHJVATKMIOPQ-PAPWGAKMSA-N	InChIKey=FRVHJVATKMIOPQ-PAPWGAKMSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Desoxymethyltestosterone	B9GXCCUU3-3Q266S4TQ6-36U6DY92D1P-36PKST173F9N	N	III	NA	FDA-SRS	B9E9G5A169	DEA SCHEDULE III	
DEA-4000	C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)OC[C@]4(C)[C@H]3CC[C@]12C	InChIKey=QSLJIVKCVHQPLV-PEMPUTJUSA-N	InChIKey=QSLJIVKCVHQPLV-PEMPUTJUSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Oxandrolone (17alpha-methyl-17beta-hydroxy-2-oxa-5alpha-androstan-3-one)	C3F34NHPH-H3WFD1L3U7-H7Z2FVHWLAL-H7LL2S9VWALU	N	III	Anavar, Lonavar, Oxandrin, Provitar, Vasorome	FDA-SRS	7H6TM3CT4L	DEA SCHEDULE III	
DEA-4000	C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	InChIKey=WYZDXEKUWRCKOB-YDSAWKJFSA-N	InChIKey=WYZDXEKUWRCKOB-YDSAWKJFSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Mestanolone (17alpha-methyl-17beta-hydroxy-5alpha-androstan-3-one)	C3F34NHPH-HTTH74D1TR-HRWNDRH4C4C-HRCZUNSUDK1Q	N	III	Assimil, Ermalone, Methybol, Tantarone	FDA-SRS	S712YZ168E	DEA SCHEDULE III	
DEA-4000	C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)C(C[C@]4(C)[C@H]3CC[C@]12C)=CO	InChIKey=ICMWWNHDUZJFDW-DHODBPELSA-N	InChIKey=ICMWWNHDUZJFDW-DHODBPELSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Oxymetholone (17alpha-methyl-2-hydroxymethylene-17beta-hydroxy-5alpha-androstan-3-one)	X4G9V624L-LM8JPQ9U2F-LFZZBRDYP8A-LFAKFU7NXZMS	N	III	Anadrol-50, Adroyd, Anapolon, Anasteron, Pardroyd	FDA-SRS	L76T0ZCA8K	DEA SCHEDULE III	
DEA-4000	C[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)C(CC[C@]3(C)O)[C@H]12	InChIKey=IVFYLRMMHVYGJH-RQANZRSDSA-N	InChIKey=IVFYLRMMHVYGJH-RQANZRSDSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Bolasterone (7alpha,17alpha-dimethyl-17beta-hydroxyandrost-4-en-3-one)	TGWM6VHSU-ULBTZFDT5T-UTJ1WNWB572-UT2LUFU9WA6Y	N	III	NA	FDA-SRS	T7ZM08F7FU	DEA SCHEDULE III	
DEA-4000	C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@H]2CC[C@@]3(C)C(CC[C@]3(C)O)[C@H]12	InChIKey=PTQMMNYJKCSPET-HPEJLEJJSA-N	InChIKey=PTQMMNYJKCSPET-HPEJLEJJSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Mibolerone (7alpha,17alpha-dimethyl-17beta-hydroxyestr-4-en-3-one)	Y8L2ZWXQ1-1ZRDA9QQLB-1BXVL52N53T-1BTRL3LH8N4Z	N	III	Cheque, Matenon	FDA-SRS	9OGY4BOR8D	DEA SCHEDULE III	
DEA-4000	C[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@H]23)CC1=O	InChIKey=IKXILDNPCZPPRV-RFMGOVQKSA-N	InChIKey=IKXILDNPCZPPRV-RFMGOVQKSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Drostanolone (17beta-hydroxy-2alpha-methyl-5alpha-androstan-3-one)	AP3N6LUA3-3WN3SWVVCY-3YKL2A4SZNF-3YF789NZFTWA	N	III	Drolban, Masterid, Permastril	FDA-SRS	7DR7H00HDT	DEA SCHEDULE III	
DEA-4000	C[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@](C)(O)[C@@]4(C)CC[C@H]23)CC1=O	InChIKey=QCWCXSMWLJFBNM-FOVYBZIDSA-N	InChIKey=QCWCXSMWLJFBNM-FOVYBZIDSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Methasterone (2alpha,17alpha-dimethyl-5alpha-androstan-17beta-ol-3-one)	2TQD8KHSZ-Z94M53VJ2Z-ZZ3W54RBMV9-ZZ9J3S7TVWLD	N	III	Methasterone	FDA-SRS	GH88DY98MR	DEA SCHEDULE III	
DEA-7285	CNC1(CCCCC1=O)c1ccccc1Cl	InChIKey=YQEZLKZALYSWHR-UHFFFAOYSA-N	InChIKey=YQEZLKZALYSWHR-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Ketamine	8HZMS66GX-X8KWZHBGCD-XDDRVRWWKBR-XDRR3R6P6NQT	N	III	Ketaset, Ketalar, Special K, K	FDA-SRS	690G0D6V8H	DEA SCHEDULE III	
DEA-7300	CN1C[C@@H](C=C2[C@H]1Cc1c[nH]c3cccc2c13)C(O)=O	InChIKey=ZAGRKAFMISFKIO-QMTHXVAHSA-N	InChIKey=ZAGRKAFMISFKIO-QMTHXVAHSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Lysergic acid	7VAGTNHF6-6DQU9XP2XM-6M449XFF81P-6MP2P7PPPXG8	N	III	LSD precursor	FDA-SRS	ITO20DAO7J	DEA SCHEDULE III	
DEA-7310	CN1C[C@@H](C=C2[C@H]1Cc1c[nH]c3cccc2c13)C(N)=O	InChIKey=GENAHGKEFJLNJB-QMTHXVAHSA-N	InChIKey=GENAHGKEFJLNJB-QMTHXVAHSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Lysergic acid amide	7VAGTNHF6-6DYS655Q6W-6WR8YDQTFG4-6W4G1HKNZMNJ	N	III	LSD precursor	FDA-SRS	073830XH10	DEA SCHEDULE III	
DEA-7369	CCCCCc1cc(O)c2[C@@H]3C=C(C)CC[C@H]3C(C)(C)Oc2c1	InChIKey=CYQFCXCEBYINGO-IAGOWNOFSA-N	InChIKey=CYQFCXCEBYINGO-IAGOWNOFSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Dronabinol (synthetic) in sesame oil in soft gelatin capsule as approved by FDA	Y7C51XKUU-U2L1HTX4SX-UX856TS4BH4-UX411P34XKA9	N	III	Marinol, synthetic THC in sesame oil/soft gelatin as	FDA-SRS	7J8897W37S	DEA SCHEDULE III	
DEA-9064	CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5O[C@@H]2[C@]3(CCN1CC1CC1)c45	InChIKey=RMRJXGBAOAMLHD-IHFGGWKQSA-N	InChIKey=RMRJXGBAOAMLHD-IHFGGWKQSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Buprenorphine	Z99XHV7G1-17B8BF6CHM-1MRMLYD27QY-1MYL2TZ39DL2	Y	III	Buprenex, Temgesic, Subutex, Suboxone	FDA-SRS	40D3SCR4GZ	DEA SCHEDULE III	
DEA-9400	O[C@H]1C=C[C@H]2[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC=C)c45	InChIKey=UIQMVEYFGZJHCZ-SSTWWWIQSA-N	InChIKey=UIQMVEYFGZJHCZ-SSTWWWIQSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Nalorphine	S2YYAH1JC-CWRVVHAMUP-CPCVWJLNDW1-CP14WS6HQ52H	Y	III	Nalline	FDA-SRS	U59WB2WRY2	DEA SCHEDULE III	
DEA-1230	C[C@H](N)[C@@H](O)c1ccccc1	InChIKey=DLNKOYKMWOXYQA-IONNQARKSA-N	InChIKey=DLNKOYKMWOXYQA-IONNQARKSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Cathine	AFVZ3WGRH-HUKXBH13DK-HK62C5QT11T-HKTVWQWAY3H7	N	IV	Constituent of "Khat" plant, (+)-norpseudoephedrine	FDA-SRS	E1L4ZW2F8O	DEA SCHEDULE IV	
DEA-1530	NC1=NC(=O)C(O1)c1ccccc1	InChIKey=NRNCYVBFPDDJNE-UHFFFAOYSA-N	InChIKey=NRNCYVBFPDDJNE-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Pemoline	8172YJGHP-P3W22VQ8GQ-PQR33R1L181-PQ163RNH3XGB	N	IV	Cylert	FDA-SRS	7GAQ2332NK	DEA SCHEDULE IV	
DEA-1575	CC(Cc1ccccc1)NCCC#N	InChIKey=IQUFSXIQAFPIMR-UHFFFAOYSA-N	InChIKey=IQUFSXIQAFPIMR-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Fenproporex	5A67URQUW-WLR6Y2FGYP-WPUY7PQ8C7X-WPXT3Q3AQU5X	N	IV	Gacilin, Solvolip	FDA-SRS	W0194S5FOA	DEA SCHEDULE IV	
DEA-1580	CC(Cc1ccccc1)NCCCCl	InChIKey=XXVROGAVTTXONC-UHFFFAOYSA-N	InChIKey=XXVROGAVTTXONC-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Mefenorex	5A67URQUW-W8QWGGKTPR-WRXV4W5C881-WR1ACY3MM89A	N	IV	Anorexic, Amexate, Doracil, Pondinil	FDA-SRS	K98M4N387W	DEA SCHEDULE IV	
DEA-1605	OC1(N2CCN=C2c2ccccc12)c1ccc(Cl)cc1	InChIKey=ZPXSCAKFGYXMGA-UHFFFAOYSA-N	InChIKey=ZPXSCAKFGYXMGA-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Mazindol	R6LKQ82XA-AA4B7P7QZB-ABB3MKXR968-AB8P8HM2N8RA	N	IV	Sanorex, Mazanor	FDA-SRS	C56709M5NH	DEA SCHEDULE IV	
DEA-1610	CCN(CC)C(C)C(=O)c1ccccc1	InChIKey=XXEPPPIWZFICOJ-UHFFFAOYSA-N	InChIKey=XXEPPPIWZFICOJ-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Diethylpropion	2XCD9RU69-9BP63K8G2D-9DPXMS6458K-9DKQLD7D29DN	N	IV	Tenuate, Tepanil	FDA-SRS	Q94YYU22B8	DEA SCHEDULE IV	
DEA-1625	C[C@H]1CNCCc2ccc(Cl)cc12	InChIKey=XTTZERNUQAFMOF-QMMMGPOBSA-N	InChIKey=XTTZERNUQAFMOF-QMMMGPOBSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Lorcaserin	W5269MDKC-CM2B9CM1F2-C2WP1G2UHBR-C2RNZVF18AKN	N	IV	Belviq	FDA-SRS	637E494O0Z	DEA SCHEDULE IV	
DEA-1635	CN(C)[C@H](Cc1ccccc1)c1ccccc1	InChIKey=YEJZJVJJPVZXGX-MRXNPFEDSA-N	InChIKey=YEJZJVJJPVZXGX-MRXNPFEDSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	SPA	W6UYH8BY8-8NP3S9A867-87XF68P8L31-8716DVULSPBH	N	IV	1-dimethylamino-1,2-diphenylethane, Lefetamine	FDA-SRS	4J9726V5Y9	DEA SCHEDULE IV	
DEA-1640	CC(C)(N)Cc1ccccc1	InChIKey=DHHVAGZRUROJKS-UHFFFAOYSA-N	InChIKey=DHHVAGZRUROJKS-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Phentermine	JZD511GUZ-ZMS4GHDBMQ-ZQ762NAP5KW-ZQWSNQ2S1W3T	N	IV	Ionamin, Fastin, Adipex-P, Obe-Nix, Zantryl	FDA-SRS	C045TQL4WP	DEA SCHEDULE IV	
DEA-1670	CCNC(C)Cc1cccc(c1)C(F)(F)F	InChIKey=DBGIVFWFUFKIQN-UHFFFAOYSA-N	InChIKey=DBGIVFWFUFKIQN-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Fenfluramine	XAT85L9US-SCHFUPNGUN-SNWYHUX177A-SNAWJZ83BMNR	N	IV	Pondimin, Ponderal	FDA-SRS	2DS058H2CF	DEA SCHEDULE IV	
DEA-1670	CCN[C@@H](C)Cc1cccc(c1)C(F)(F)F	InChIKey=DBGIVFWFUFKIQN-VIFPVBQESA-N	InChIKey=DBGIVFWFUFKIQN-VIFPVBQESA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Dexfenfluramine	XAT85L9US-SCHFUPNGUN-SNWYHUX177A-SNANCCPA55FF	N	IV	Redux	FDA-SRS	E35R3G56OV	DEA SCHEDULE IV	
DEA-1675	CC(C)CC(N(C)C)C1(CCC1)c1ccc(Cl)cc1	InChIKey=UNAANXDKBXWMLN-UHFFFAOYSA-N	InChIKey=UNAANXDKBXWMLN-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Sibutramine	CWFDSMY5W-WU49P34JTT-WTXLGUDDHBC-WTC152NY3JSF	N	IV	Meridia	FDA-SRS	WV5EC51866	DEA SCHEDULE IV	
DEA-1680	NC(=O)CS(=O)C(c1ccccc1)c1ccccc1	InChIKey=YFGHCGITMMYXAQ-UHFFFAOYSA-N	InChIKey=YFGHCGITMMYXAQ-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Modafinil	CJRSL7ZGY-YX962CW2YG-YGTZ1565KCT-YGTWG9L297D7	N	IV	Provigil	FDA-SRS	R3UK8X3U3D	DEA SCHEDULE IV	
DEA-1750	OC(C1CCCCN1)(c1ccccc1)c1ccccc1	InChIKey=XSWHNYGMWWVAIE-UHFFFAOYSA-N	InChIKey=XSWHNYGMWWVAIE-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Pipradrol	VCJ8KWZFX-XT95QSNALZ-XZ1H34YA81A-XZA1MSCTB9T4	N	IV	Detaril, Stimolag Fortis	FDA-SRS	S6I030E0DA	DEA SCHEDULE IV	
DEA-1760	CCNC1C2CCC(C2)C1c1ccccc1	InChIKey=IKFBPFGUINLYQI-UHFFFAOYSA-N	InChIKey=IKFBPFGUINLYQI-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Fencamfamin	CMTNKSRGD-DRVL4XBMXL-DL7RB8L7XFQ-DLQ68FY7LQWS	N	IV	Reactivan	FDA-SRS	NME1I5IGBK	DEA SCHEDULE IV	
DEA-2138	CC(C)c1cccc(C(C)C)c1OCOP(O)(O)=O	InChIKey=QVNNONOFASOXQV-UHFFFAOYSA-N	InChIKey=QVNNONOFASOXQV-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Fospropofol	AHWDTYZPR-R74VF51VZF-RFLTFAA8FNR-RFR34A3YB8AL	N	IV	Lusedra	FDA-SRS	LZ257RZP7K	DEA SCHEDULE IV	
DEA-2145	CCC1(CC)C(=O)NC(=O)NC1=O	InChIKey=FTOAOBMCPZCFFF-UHFFFAOYSA-N	InChIKey=FTOAOBMCPZCFFF-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Barbital	RAFZV1FGV-VY9TT7Q2M5-V5F12NQACA1-V51DTRPT5BV1	N	IV	Veronal, Plexonal, barbitone	FDA-SRS	5WZ53ENE2P	DEA SCHEDULE IV	
DEA-2223	C[C@@H]1CCN(CCN1C(=O)c1cc(C)ccc1-n1nccn1)c1nc2cc(Cl)ccc2o1	InChIKey=JYTNQNCOQXFQPK-MRXNPFEDSA-N	InChIKey=JYTNQNCOQXFQPK-MRXNPFEDSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Suvorexant	5PKYHWYY2-26BU874PNZ-2Z2B1ZS6JGF-2ZFRA41Q4WGJ	N	IV	MK-4305, [(7R)-4-(5-chloro-1,3-benzoxazol-2-yl)-7methyl--1,4-diazepan-1-yl][5-methyl-2-(2H-1,2,3-triazol-2-yl)phenyl]methanone	FDA-SRS	081L192FO9	DEA SCHEDULE IV	
DEA-2250	CCC1(C(=O)NC(=O)N(C)C1=O)c1ccccc1	InChIKey=ALARQZQTBTVLJV-UHFFFAOYSA-N	InChIKey=ALARQZQTBTVLJV-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Methylphenobarbital (mephobarbital)	R68KK2NSY-YB4N2TW1CP-YP82MP1G7QS-YPSGK9B4P4RQ	N	IV	Mebaral, mephobarbital	FDA-SRS	5NC67NU76B	DEA SCHEDULE IV	
DEA-2264	CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O	InChIKey=NZXKDOXHBHYTKP-UHFFFAOYSA-N	InChIKey=NZXKDOXHBHYTKP-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Methohexital	MQC3WLVDP-P3FDZPJ3R1-P168DGCA8D6-P16QGYKAXGFL	N	IV	Brevital	FDA-SRS	E5B8ND5IPE	DEA SCHEDULE IV	
DEA-2285	CCC1(C(=O)NC(=O)NC1=O)c1ccccc1	InChIKey=DDBREPKUVSBGFI-UHFFFAOYSA-N	InChIKey=DDBREPKUVSBGFI-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Phenobarbital	1RJPY8TV7-73FD5NUDC5-757TGK4S4RP-75PTP2BNCMBD	N	IV	Luminal, Bellergal-S	FDA-SRS	YQE403BP4D	DEA SCHEDULE IV	
DEA-2460	OC(O)C(Cl)(Cl)Cl.C[N+](C)(C)CC([O-])=O	InChIKey=ONAOIDNSINNZOA-UHFFFAOYSA-N	InChIKey=RNFNDJAIBTYOQL-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Chloral betaine	RAQAA46NM-ML3VSC65PM-MMPSC4XNRWD-MMDMK98QRDDN	N	IV	Beta Chlor	FDA-SRS	8680278NRH	DEA SCHEDULE IV	
DEA-2465	OC(O)C(Cl)(Cl)Cl	InChIKey=RNFNDJAIBTYOQL-UHFFFAOYSA-N	InChIKey=RNFNDJAIBTYOQL-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Chloral hydrate	85S9ZVTY7-73WWHKZQM6-767VXYJ187Z-76Z8DCCD1VPF	N	IV	Noctec	FDA-SRS	418M5916WG	DEA SCHEDULE IV	
DEA-2467	OC(O)C(Cl)(Cl)Cl.OC(O)C(Cl)(Cl)Cl.Cc1cc(=O)n(-c2ccccc2)n1C	InChIKey=ATKXDQOHNICLQW-UHFFFAOYSA-N	InChIKey=RNFNDJAIBTYOQL-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Dichloralphenazone	J28M1R2QS-SHJ446ARSK-SKDASRSH1LQ-SKQG5LYTFVJ3	N	IV	Midrin, dichloralantipyrine	FDA-SRS	YYX637R279	DEA SCHEDULE IV	
DEA-2540	CCC(O)(C=CCl)C#C	InChIKey=ZEHYJZXQEQOSON-AATRIKPKSA-N	InChIKey=ZEHYJZXQEQOSON-AATRIKPKSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Ethchlorvynol	17ZH7SDGZ-ZCPP52LK1P-ZPCRANY6DX9-ZP9APQDXMWGD	N	IV	Placidyl	FDA-SRS	6EIM3851UZ	DEA SCHEDULE IV	
DEA-2545	NC(=O)OC1(CCCCC1)C#C	InChIKey=GXRZIMHKGDIBEW-UHFFFAOYSA-N	InChIKey=GXRZIMHKGDIBEW-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Ethinamate	KPT56RACJ-JKB8QV7CKW-JWP6257UJSZ-JWZ1FQ3PUS6Z	N	IV	Valmid, Valamin	FDA-SRS	IAN371PP48	DEA SCHEDULE IV	
DEA-2585	CC1O[C@@H](C)O[C@@H](C)O1	InChIKey=SQYNKIJPMDEDEG-UHFFFAOYSA-N	InChIKey=SQYNKIJPMDEDEG-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Paraldehyde	WDF2GBCFX-X5KQLPPFPK-XK7RRPGCCM2-XK23BSZ142DG	N	IV	Paral	FDA-SRS	S6M3YBG8QA	DEA SCHEDULE IV	
DEA-2591	OC(OCC(COC(O)C(Cl)(Cl)Cl)(COC(O)C(Cl)(Cl)Cl)COC(O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl	InChIKey=OKACKALPXHBEMA-UHFFFAOYSA-N	InChIKey=OKACKALPXHBEMA-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Petrichloral	RY3881DG9-9C23ZDGC3K-9KKNYSD4WQK-9KK5SQH4W15P	N	IV	Pentaerythritol chloral, Periclor	FDA-SRS	U49LID4UYJ	DEA SCHEDULE IV	
DEA-2731	CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C	InChIKey=DUHUCHOQIDJXAT-OLVMNOGESA-N	InChIKey=DUHUCHOQIDJXAT-OLVMNOGESA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Alfaxalone	1CLDJYSZU-U5QGAUVVPT-UTSC8STU496-UT6NQ5L2ZPVF	N	IV	Alfaxan, 5α-pregnan-3α-ol-11,20-dione	FDA-SRS	BD07M97B2A	DEA SCHEDULE IV	
DEA-2737	Clc1ccccc1C1=NCC(=O)Nc2ccc(cc12)N(=O)=O	InChIKey=DGBIGWXXNGSACT-UHFFFAOYSA-N	InChIKey=DGBIGWXXNGSACT-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Clonazepam	J51FS838P-PDFVBPK4F1-P1X5TKPTWYY-P1YWX34JTACH	N	IV	Klonopin, Clonopin	FDA-SRS	5PE9FDE8GB	DEA SCHEDULE IV	
DEA-2744	CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=N(=O)C1	InChIKey=ANTSCNMPPGJYLG-UHFFFAOYSA-N	InChIKey=ANTSCNMPPGJYLG-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Chlordiazepoxide	7HTW5FBX5-5LQD8JWJ43-53B28FAAVW1-531SMB643Q29	N	IV	Librium, Libritabs, Limbitrol, SK-Lygen	FDA-SRS	6RZ6XEZ3CR	DEA SCHEDULE IV	
DEA-2748	Brc1ccc2NC(=O)CN=C(c3ccccn3)c2c1	InChIKey=VMIYHDSEFNYJSL-UHFFFAOYSA-N	InChIKey=VMIYHDSEFNYJSL-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Bromazepam	8FZGT6X96-69YQZCXZST-6TJDGVAD2JP-6TP2KFZUQNQZ	N	IV	Lexotan, Lexatin, Lexotanil	FDA-SRS	X015L14V0O	DEA SCHEDULE IV	
DEA-2749	CN(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O	InChIKey=PXBVEXGRHZFEOF-UHFFFAOYSA-N	InChIKey=PXBVEXGRHZFEOF-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Camazepam	DTJLQ8CXW-W4HK6QR5CG-WGWUPAGZ2B5-WG51GM9Q21UX	N	IV	Albego, Limpidon, Paxor	FDA-SRS	HZ3XRH03C3	DEA SCHEDULE IV	
DEA-2751	CN1c2ccc(Cl)cc2N(c2ccccc2)C(=O)CC1=O	InChIKey=CXOXHMZGEKVPMT-UHFFFAOYSA-N	InChIKey=CXOXHMZGEKVPMT-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Clobazam	NKLFUWYZ4-4C9S71K711-41U58LADVJK-41K8FDCNX4U7	N	IV	Urbadan, Urbanyl	FDA-SRS	2MRO291B4U	DEA SCHEDULE IV	
