DEA Number	SMILES	INCHI FULL	INCHI PARENT	URL	Name	theLychiKey	NARC	CSA SCH	Other Names	Source	UNII	SCHED	Notes
DEA-6594	CC1=CC=CC=C1	InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N	InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	Toluene	M2BZ7QNBM-MPGSVT54K3-M3KKLFKDYY7-M374NYX7BH24	NA	List II	NA	FDA-SRS	3FPU23BG52	REGULATED CHEMICALS List II	
DEA-6695	I	InChIKey=XMBWDFGMSWQBCA-UHFFFAOYSA-N	InChIKey=XMBWDFGMSWQBCA-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	Hydriodic Acid	9B21H2CLV-V4YKMAGLTS-VSN6NCX2WXF-VSF9J955WAUA	NA	List II	NA	FDA-SRS	694C0EFT9Q	REGULATED CHEMICALS List II	
DEA-6699	II	InChIKey=PNDPGZBMCMUPRI-UHFFFAOYSA-N	InChIKey=PNDPGZBMCMUPRI-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	Iodine	VSSSJQMRG-GN9G9TPJG8-G8LZZZLP1QP-G8PPH7UPWCBM	NA	List II	NA	FDA-SRS	9679TC07X4	REGULATED CHEMICALS List II	
DEA-6714	CCC(C)=O	InChIKey=ZWEHNKRNPOVVGH-UHFFFAOYSA-N	InChIKey=ZWEHNKRNPOVVGH-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	2-Butanone	5KYQ3Q5YY-YNH3JY9ZC9-Y9C51Y9RKXM-Y9MSMJFAVZNW	NA	List II	methyl ethyl ketone; MEK	FDA-SRS	6PT9KLV9IO	REGULATED CHEMICALS List II	
DEA-6715	CC(C)CC(C)=O	InChIKey=NTIZESTWPVYFNL-UHFFFAOYSA-N	InChIKey=NTIZESTWPVYFNL-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	Methyl Isobutyl Ketone	ADWW616PY-YUMSHDMPR2-Y24ZVCMT7DP-Y2P1YFXU6L6S	NA	List II	MIBK	FDA-SRS	U5T7B88CNP	REGULATED CHEMICALS List II	
DEA-8519	CC(=O)OC(C)=O	InChIKey=WFDIJRYMOXRFFG-UHFFFAOYSA-N	InChIKey=WFDIJRYMOXRFFG-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	Acetic anhydride	ADWW616PY-Y79HF1CVA4-Y4M2DDLHNZP-Y4P8FVLZG9TD	NA	List II	NA	FDA-SRS	2E48G1QI9Q	REGULATED CHEMICALS List II	
DEA-8570	ClCC1=CC=CC=C1	InChIKey=KCXMKQUNVWSEMD-UHFFFAOYSA-N	InChIKey=KCXMKQUNVWSEMD-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	Benzyl chloride	81NG7QVSP-PPQGTW2ULG-PGA5YQNUT7B-PGBYR6QLP9S4	NA	List II	NA	FDA-SRS	83H19HW7K6	REGULATED CHEMICALS List II	
DEA-1225	C[C@H](N)[C@H](O)C1=CC=CC=C1	InChIKey=DLNKOYKMWOXYQA-CBAPKCEASA-N	InChIKey=DLNKOYKMWOXYQA-CBAPKCEASA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	Phenylpropanolamine	AFVZ3WGRH-HUKXBH13DK-HK62C5QT11T-HKTGLYRSTGVW	NA	List I	NA	FDA-SRS	33RU150WUN	REGULATED CHEMICALS List I	
DEA-2011	O=C1CCCO1	InChIKey=YEJRWHAVMIAJKC-UHFFFAOYSA-N	InChIKey=YEJRWHAVMIAJKC-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	Gamma-Butyrolactone	Y16ZSR6M1-15MG35JBCX-1XBBV11R6V9-1X9M42XH6289	NA	List I	GBL; Dihydro-2 (3H)-furanone; 1,2-butanolide; 1,4-butanolide; 4-hydroxybutanoic acid lactone; gamma-hydroxybutyric acid lactone)	FDA-SRS	OL659KIY4X	REGULATED CHEMICALS List I	
DEA-2704	C1CCNCC1	InChIKey=NQRYJNQNLNOLGT-UHFFFAOYSA-N	InChIKey=NQRYJNQNLNOLGT-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	Piperidine	89PQ2A6F3-3BXCPWFR5S-3SJA9PSQNGB-3SBXTGG9PNJJ	NA	List I	NA	FDA-SRS	67I85E138Y	REGULATED CHEMICALS List I	
DEA-6724	CC[N+]([O-])=O	InChIKey=MCSAJNNLRCFZED-UHFFFAOYSA-N	InChIKey=MCSAJNNLRCFZED-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	Nitroethane	5KYQ3Q5YY-YZA732JVRZ-YZJCCTA1SS4-YZ4MNMG19NN7	NA	List I	NA	FDA-SRS	6KEL3ZAU0V	REGULATED CHEMICALS List I	
DEA-6797	O[PH2]=O	InChIKey=GQZXNSPRSGFJLY-UHFFFAOYSA-N	InChIKey=GQZXNSPRSGFJLY-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	Hypophosphorous acid	JFRBFG81D-DKTFU81N9W-DWVAWRJJA1R-DWRB6BYHN9G6	NA	List I	NA	FDA-SRS	8B1RL9B4ZJ	REGULATED CHEMICALS List I	
DEA-8112	CN[C@@H](C)[C@@H](O)C1=CC=CC=C1	InChIKey=KWGRBVOPPLSCSI-WCBMZHEXSA-N	InChIKey=KWGRBVOPPLSCSI-WCBMZHEXSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	Pseudoephedrine	1TARN52V1-1471XU6FFH-1HWHD3F4XNF-1HFKNVHKHTY2	NA	List I	NA	FDA-SRS	7CUC9DDI9F	REGULATED CHEMICALS List I	
DEA-8113	CN[C@@H](C)[C@H](O)C1=CC=CC=C1	InChIKey=KWGRBVOPPLSCSI-WPRPVWTQSA-N	InChIKey=KWGRBVOPPLSCSI-WPRPVWTQSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	Ephedrine	1TARN52V1-1471XU6FFH-1HWHD3F4XNF-1HFH7FWPVHDF	NA	List I	NA	FDA-SRS	GN83C131XS	REGULATED CHEMICALS List I	
DEA-8115	C[C@@H]([C@H](O)C1=CC=CC=C1)N(C)C	InChIKey=FMCGSUUBYTWNDP-ONGXEEELSA-N	InChIKey=FMCGSUUBYTWNDP-ONGXEEELSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	N-Methylephedrine	LFTBD833U-U9Z4NA4QGZ-UZRQ432LGG9-UZ94VPS73ZUF	NA	List I	NA	FDA-SRS	60VH42A1KJ	REGULATED CHEMICALS List I	
DEA-8256	O=CC1=CC=CC=C1	InChIKey=HUMNYLRZRPPJDN-UHFFFAOYSA-N	InChIKey=HUMNYLRZRPPJDN-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	Benzaldehyde	81NG7QVSP-PWPVY4XX4P-PP7TZ9N33RW-PPWPXJ9A669P	NA	List I	NA	FDA-SRS	TA269SD04T	REGULATED CHEMICALS List I	
DEA-8323	C=CCC1=CC2=C(OCO2)C=C1	InChIKey=ZMQAAUBTXCXRIC-UHFFFAOYSA-N	InChIKey=ZMQAAUBTXCXRIC-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	Safrole	79P9SV361-17BAQ1VKNQ-1Q41699TP9G-1QGMD8GYUMSM	NA	List I	NA	FDA-SRS	RSB34337V9	REGULATED CHEMICALS List I	
DEA-8328	CCC(=O)OC(=O)CC	InChIKey=WYVAMUWZEOHJOQ-UHFFFAOYSA-N	InChIKey=WYVAMUWZEOHJOQ-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	Propionic anhydride	79CHD95W4-46Q9KKL4MB-4B17SP9834N-4BN3M7TDSK8L	NA	List I	NA	FDA-SRS	E3A2VV18E6	REGULATED CHEMICALS List I	
DEA-8520	CN	InChIKey=BAVYZALUXZFZLV-UHFFFAOYSA-N	InChIKey=BAVYZALUXZFZLV-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	Methylamine	VSSSJQMRG-GD8N6CM8UK-GKT6A7Y7RNL-GKLNQ57ANWXV	NA	List I	NA	FDA-SRS	BSF23SJ79E	REGULATED CHEMICALS List I	
DEA-8530	NC1=C(C=CC=C1)C(O)=O	InChIKey=RWZYAGGXGHYGMB-UHFFFAOYSA-N	InChIKey=RWZYAGGXGHYGMB-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	Anthranilic acid	3UQNC8PDF-FNX6CCX9DY-FYYY76FRL6C-FYC78RX2KN31	NA	List I	NA	FDA-SRS	0YS975XI6W	REGULATED CHEMICALS List I	
DEA-8612	CC(C)[C@@]5(NC(=O)[C@H]1CN(C)[C@@H]2CC3=CNC4=C3C(=CC=C4)C2=C1)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](CC8=CC=CC=C8)N6C5=O	InChIKey=HEFIYUQVAZFDEE-MKTPKCENSA-N	InChIKey=HEFIYUQVAZFDEE-MKTPKCENSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	Ergocristine	9HZUHTTQ9-9AZ93FUJ4M-9MZDZC6XZG1-9M1HU1LW3KMH	NA	List I	NA	FDA-SRS	3E58HO2T0U	REGULATED CHEMICALS List I	
DEA-8675	C[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2CC3=CNC4=C3C(=CC=C4)C2=C1	InChIKey=WVVSZNPYNCNODU-XTQGRXLLSA-N	InChIKey=WVVSZNPYNCNODU-XTQGRXLLSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	Ergonovine	X89XQUZH6-68RBPXPQDA-6ADBPDLQU3S-6ASQ5JCCTA55	NA	List I	NA	FDA-SRS	WH41D8433D	REGULATED CHEMICALS List I	
DEA-8676	CN1C[C@@H](C=C2[C@H]1CC3=CNC4=C3C2=CC=C4)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](CC8=CC=CC=C8)N6C5=O	InChIKey=XCGSFFUVFURLIX-VFGNJEKYSA-N	InChIKey=XCGSFFUVFURLIX-VFGNJEKYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	Ergotamine	FVWMBRTXP-P4LXPQQSPL-PL8R5VJBAHG-PLGGTZHS2G1M	NA	List I	NA	FDA-SRS	PR834Q503T	REGULATED CHEMICALS List I	
DEA-8678	CCN	InChIKey=QUSNBJAOOMFDIB-UHFFFAOYSA-N	InChIKey=QUSNBJAOOMFDIB-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	Ethylamine	HZSMWF3HX-XJ91WGRPZH-XHUHZMYY2N1-XH1PND789AV6	NA	List I	NA	FDA-SRS	YG6MGA6AT5	REGULATED CHEMICALS List I	
DEA-8735	N#CCC1=CC=CC=C1	InChIKey=SUSQOBVLVYHIEX-UHFFFAOYSA-N	InChIKey=SUSQOBVLVYHIEX-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	Benzyl cyanide	P4S1BBX5N-NG9FW9HLZ2-N2J8WMRAM7L-N2L8PSB89874	NA	List I	NA	FDA-SRS	23G40PRP93	REGULATED CHEMICALS List I	
DEA-8750	O=CC1=CC=C2OCOC2=C1	InChIKey=SATCULPHIDQDRE-UHFFFAOYSA-N	InChIKey=SATCULPHIDQDRE-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	Piperonal	DNB68WLAV-VS5M1NPKZU-VU7B65BAXJ5-VU57XNLJBDXD	NA	List I	NA	FDA-SRS	KE109YAK00	REGULATED CHEMICALS List I	
DEA-8791	OC(=O)CC1=CC=CC=C1	InChIKey=WLJVXDMOQOGPHL-UHFFFAOYSA-N	InChIKey=WLJVXDMOQOGPHL-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	Phenylacetic acid	UXYMC765H-HQ8QJGDQJY-HYBU1PNM9V7-HY77KX3F4D86	NA	List I	NA	FDA-SRS	ER5I1W795A	REGULATED CHEMICALS List I	
SPECIAL_CONSIDERATION-002	[NH4+].[O-]C=O	InChIKey=VZTDIZULWFCMLS-UHFFFAOYSA-N	InChIKey=BDAGIHXWWSANSR-UHFFFAOYSA-M	https://www.deadiversion.usdoj.gov/chem_prog/advisories/surveillance.htm	Ammonium Formate	3XCGZKGGD-D8K3H1ZAFS-DS1QYW24527-DS7F64B2JR48	NA	SPEC	NA	FDA-SRS	3801F9644E	SPECIAL SURVEILLANCE	
SPECIAL_CONSIDERATION-003	BrC1=CC=CC=C1	InChIKey=QARVLSVVCXYDNA-UHFFFAOYSA-N	InChIKey=QARVLSVVCXYDNA-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/chem_prog/advisories/surveillance.htm	Bromobenzene	M2BZ7QNBM-MMCYZWST2F-MFV2XMYRV9F-MFFBNZ1RW85R	NA	SPEC	NA	FDA-SRS	CO4D5J547L	SPECIAL SURVEILLANCE	
SPECIAL_CONSIDERATION-005	O=C1CCCCC1	InChIKey=JHIVVAPYMSGYDF-UHFFFAOYSA-N	InChIKey=JHIVVAPYMSGYDF-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/chem_prog/advisories/surveillance.htm	Cyclohexanone	M2BZ7QNBM-M4577RQUQK-MKUCNCWPC1H-MKHHRG8G2UGP	NA	SPEC	NA	FDA-SRS	5QOR3YM052	SPECIAL SURVEILLANCE	
SPECIAL_CONSIDERATION-006	CC(F)(Cl)Cl	InChIKey=FRCHKSNAZZFGCA-UHFFFAOYSA-N	InChIKey=FRCHKSNAZZFGCA-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/chem_prog/advisories/surveillance.htm	1,1-Dichloro-1-fluoroethane	DUVFHJ42K-KC2HU5P1NF-KFVM13X4FVT-KFTTHAKFY2T9	NA	SPEC	Freon 141B	FDA-SRS	O1A3ASY5PW	SPECIAL SURVEILLANCE	
SPECIAL_CONSIDERATION-007	CCNCC	InChIKey=HPNMFZURTQLUMO-UHFFFAOYSA-N	InChIKey=HPNMFZURTQLUMO-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/chem_prog/advisories/surveillance.htm	Diethylamine	R1JHPGS82-24PDCVZ231-212R58A3ZWY-21YSMNHDMPDK	NA	SPEC	NA	FDA-SRS	B035PIS86W	SPECIAL SURVEILLANCE	
SPECIAL_CONSIDERATION-008	COC1=CC(CCN)=C(OC)C=C1	InChIKey=WNCUVUUEJZEATP-UHFFFAOYSA-N	InChIKey=WNCUVUUEJZEATP-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/chem_prog/advisories/surveillance.htm	2,5-Dimethoxyphenethylamine	7A8X4R57N-NDPUU4K6CD-NDYHFK9LB6J-NDJF465SPHHT	NA	SPEC	NA	FDA-SRS	9A8XF4GA0X	SPECIAL SURVEILLANCE	
SPECIAL_CONSIDERATION-009	NC=O	InChIKey=ZHNUHDYFZUAESO-UHFFFAOYSA-N	InChIKey=ZHNUHDYFZUAESO-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/chem_prog/advisories/surveillance.htm	Formamide	HZSMWF3HX-XB9PP88NNL-XLNJWRKF76H-XLHSN7HLRVN3	NA	SPEC	NA	FDA-SRS	4781T907ZS	SPECIAL SURVEILLANCE	
SPECIAL_CONSIDERATION-010	OC=O	InChIKey=BDAGIHXWWSANSR-UHFFFAOYSA-N	InChIKey=BDAGIHXWWSANSR-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/chem_prog/advisories/surveillance.htm	Formic Acid	HZSMWF3HX-XMPZLXY6XU-XUBLVBLVD65-XU5TPKWMYNH8	NA	SPEC	NA	FDA-SRS	0YIW783RG1	SPECIAL SURVEILLANCE	
SPECIAL_CONSIDERATION-011	O[PH2]=O	InChIKey=GQZXNSPRSGFJLY-UHFFFAOYSA-N	InChIKey=GQZXNSPRSGFJLY-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/chem_prog/advisories/surveillance.htm	Hypophosphorous Acid	JFRBFG81D-DKTFU81N9W-DWVAWRJJA1R-DWRB6BYHN9G6	NA	SPEC	NA	FDA-SRS	8B1RL9B4ZJ	SPECIAL SURVEILLANCE	
SPECIAL_CONSIDERATION-013	[Li+].[AlH4-]	InChIKey=OCZDCIYGECBNKL-UHFFFAOYSA-N	InChIKey=WVZWSVHLGBNEIG-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/chem_prog/advisories/surveillance.htm	Lithium Aluminum Hydride	9B21H2CLV-VQP5L4C3SD-VD5BY9BS37U-VDUG8YMA9R4F	NA	SPEC	NA	FDA-SRS	77UJC875H4	SPECIAL SURVEILLANCE	
SPECIAL_CONSIDERATION-015	[Cl-].[Cl-].[Hg++]	InChIKey=LWJROJCJINYWOX-UHFFFAOYSA-L	InChIKey=BQPIGGFYSBELGY-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/chem_prog/advisories/surveillance.htm	Mercuric Chloride	9B21H2CLV-VBKLN39LMW-VWN27K9DAWF-VWFLYDWDLJY1	NA	SPEC	NA	FDA-SRS	53GH7MZT1R	SPECIAL SURVEILLANCE	
SPECIAL_CONSIDERATION-016	CNC=O	InChIKey=ATHHXGZTWNVVOU-UHFFFAOYSA-N	InChIKey=ATHHXGZTWNVVOU-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/chem_prog/advisories/surveillance.htm	N-Methylformamide	14R2T9FCZ-ZNSJQJFU59-Z96K9LHFP3H-Z9HT4VYTHU59	NA	SPEC	NA	FDA-SRS	XPE4G7Y986	SPECIAL SURVEILLANCE	
SPECIAL_CONSIDERATION-017	NCC(O)C1=CC=CC=C1	InChIKey=ULSIYEODSMZIPX-UHFFFAOYSA-N	InChIKey=ULSIYEODSMZIPX-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/chem_prog/advisories/surveillance.htm	Phenylethanolamine	UNDBNFJZ3-3F47QPM5RR-3RSFK27WAU2-3R2ULRJ73RCX	NA	SPEC	NA	FDA-SRS	2P4Y56479O	SPECIAL SURVEILLANCE	
SPECIAL_CONSIDERATION-018	ClP(Cl)(Cl)(Cl)Cl	InChIKey=UHZYTMXLRWXGPK-UHFFFAOYSA-N	InChIKey=UHZYTMXLRWXGPK-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/chem_prog/advisories/surveillance.htm	Phosphorus Pentachloride	T5KFFMK6L-L2N25KH9S7-L7KK2ZN22WG-L7G1RJUN4M26	NA	SPEC	NA	FDA-SRS	0EX753TYDU	SPECIAL SURVEILLANCE	
SPECIAL_CONSIDERATION-019	[K+].[K+].[O-][Cr](=O)(=O)O[Cr]([O-])(=O)=O	InChIKey=KMUONIBRACKNSN-UHFFFAOYSA-N	InChIKey=SOCTUWSJJQCPFX-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/chem_prog/advisories/surveillance.htm	Potassium Dichromate	QR9P3A223-3AB22CB29N-3N61FPCWV9P-3NP98N7XHBD3	NA	SPEC	NA	FDA-SRS	T4423S18FM	SPECIAL SURVEILLANCE	
SPECIAL_CONSIDERATION-020	C1=CC=NC=C1	InChIKey=JUJWROOIHBZHMG-UHFFFAOYSA-N	InChIKey=JUJWROOIHBZHMG-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/chem_prog/advisories/surveillance.htm	Pyridine	89PQ2A6F3-3BXCPWFR5S-3STQ67RP1UJ-3SJKT1UK5JW2	NA	SPEC	NA	FDA-SRS	NH9L3PP67S	SPECIAL SURVEILLANCE	
SPECIAL_CONSIDERATION-022	[Na+].[Na+].[O-][Cr](=O)(=O)O[Cr]([O-])(=O)=O	InChIKey=KIEOKOFEPABQKJ-UHFFFAOYSA-N	InChIKey=SOCTUWSJJQCPFX-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/chem_prog/advisories/surveillance.htm	Sodium Dichromate	QR9P3A223-3AB22CB29N-3N61FPCWV9P-3NP98N7XHBD3	NA	SPEC	NA	FDA-SRS	C9G6VY6ZZ4	SPECIAL SURVEILLANCE	
SPECIAL_CONSIDERATION-023	[Na]	InChIKey=MPMYQQHEHYDOCL-UHFFFAOYSA-N	InChIKey=MPMYQQHEHYDOCL-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/chem_prog/advisories/surveillance.htm	Sodium Metal	284U954FJ-JW849R4TFK-JKJTD2GRAJ6-JK6YLQ68P1HH	NA	SPEC	NA	FDA-SRS	23J3BHR95O	SPECIAL SURVEILLANCE	
SPECIAL_CONSIDERATION-024	ClS(Cl)=O	InChIKey=FYSNRJHAOHDILO-UHFFFAOYSA-N	InChIKey=FYSNRJHAOHDILO-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/chem_prog/advisories/surveillance.htm	Thionyl Chloride	L71CDPCCQ-QH1YZBX8SX-QXXBL4GCWVP-QXPY7FW4N2U4	NA	SPEC	NA	FDA-SRS	4A8YJA13N4	SPECIAL SURVEILLANCE	
SPECIAL_CONSIDERATION-026	FC(Cl)(Cl)Cl	InChIKey=CYRMSUTZVYGINF-UHFFFAOYSA-N	InChIKey=CYRMSUTZVYGINF-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/chem_prog/advisories/surveillance.htm	Trichloromonofluoromethane	DUVFHJ42K-KG8P8JRAVU-KUUPNA83295-KU5TJ4L77BDC	NA	SPEC	Freon-11, Carrene-2	FDA-SRS	990TYB331R	SPECIAL SURVEILLANCE	
SPECIAL_CONSIDERATION-027	FC(F)(Cl)C(F)(Cl)Cl	InChIKey=AJDIZQLSFPQPEY-UHFFFAOYSA-N	InChIKey=AJDIZQLSFPQPEY-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/chem_prog/advisories/surveillance.htm	Trichlorotrifluoroethane	JT5NYTNWD-DDBNGLC5TG-DGJXDR43H96-DG651BYY2ZM1	NA	SPEC	Freon 113	FDA-SRS	0739N04X3A	SPECIAL SURVEILLANCE	
DEA-1485	CCCC(N1CCCC1)C(=O)c1ccc(C)cc1	InChIKey=SWUVZKWCOBGPTH-UHFFFAOYSA-N	InChIKey=SWUVZKWCOBGPTH-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Pyrovalerone	GSTTQ86MK-KTHVFFR5N6-K658RLZAAXX-K6XLK7GDTSDZ	N	V	Centroton, Thymergix	FDA-SRS	VOU69C02JP	DEA SCHEDULE V	
DEA-2746	COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1	InChIKey=VPPJLAIAVCUEMN-GFCCVEGCSA-N	InChIKey=VPPJLAIAVCUEMN-GFCCVEGCSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Lacosamide	66DWBXU7U-URKT2CRFGQ-UQNRYJ29SUN-UQNT2XADN7BW	N	V	Vimpat	FDA-SRS	563KS2PQY5	DEA SCHEDULE V	
DEA-2779	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N	InChIKey=PCOBBVZJEWWZFR-UHFFFAOYSA-N	InChIKey=PCOBBVZJEWWZFR-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Ezogabine	AH1PDRJ9F-FH3YS6GVPR-FRCDMFUPBGQ-FRQZ6WHCCCQN	N	V	Potiga	FDA-SRS	12G01I6BBU	DEA SCHEDULE V	
DEA-2782	CC(C)C[C@H](CN)CC(O)=O	InChIKey=AYXYPKUFHZROOJ-ZETCQYMHSA-N	InChIKey=AYXYPKUFHZROOJ-ZETCQYMHSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Pregabalin	M2PJH6DP5-5K37KYPBQF-5FXKJ6Y24AR-5FRSHFCBHS4X	N	V	Lyrica	FDA-SRS	55JG375S6M	DEA SCHEDULE V	
DEA-6795	P	InChIKey=XYFCBTPGUUZFHI-UHFFFAOYSA-N	InChIKey=XYFCBTPGUUZFHI-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	Red Phosphorus	9B21H2CLV-VZHCAUMXQS-VSYFPF5653B-VSBU17A6ZS98	NA	List I	NA	NA	FW6947296I	REGULATED CHEMICALS List I	
DEA-6796	P	InChIKey=XYFCBTPGUUZFHI-UHFFFAOYSA-N	InChIKey=XYFCBTPGUUZFHI-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	White phosphorus	9B21H2CLV-VZHCAUMXQS-VSYFPF5653B-VSBU17A6ZS98	NA	List I	yellow phosphorus	NA	FW6947296I	REGULATED CHEMICALS List I	
SPECIAL_CONSIDERATION-001	N	InChIKey=QGZKDVFQNNGYKY-UHFFFAOYSA-N	InChIKey=QGZKDVFQNNGYKY-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/chem_prog/advisories/surveillance.htm	Ammonia Gas	9B21H2CLV-VRSDQ5KQ9C-VCW6HYZ8JD7-VC7QXNC7J3ZU	NA	SPEC	NA	NA	5138Q19F1X	SPECIAL SURVEILLANCE	
SPECIAL_CONSIDERATION-004	O=C(n1cncc1)n2ccnc2	InChIKey=PFKFTWBEEFSNDU-UHFFFAOYSA-N	InChIKey=PFKFTWBEEFSNDU-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/chem_prog/advisories/surveillance.htm	1,1-Carbonyldiimidazole	14T8334NM-MM86DDYADJ-MJ5XYMV4MUW-MJWYJAPJ3L29	NA	SPEC	NA	NA	63A10X1FSP	SPECIAL SURVEILLANCE	
SPECIAL_CONSIDERATION-012	[Li]	InChIKey=SIAPCJWMELPYOE-UHFFFAOYSA-N	InChIKey=SIAPCJWMELPYOE-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/chem_prog/advisories/surveillance.htm	Lithium Metal	284U954FJ-J4MKNDRFQK-JKU7U6WDBC1-JK13C1DVVR4P	NA	SPEC	NA	NA	9FN79X2M3F	SPECIAL SURVEILLANCE	
SPECIAL_CONSIDERATION-014	[Mg]	InChIKey=RSHAOIXHUHAZPM-UHFFFAOYSA-N	InChIKey=RSHAOIXHUHAZPM-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/chem_prog/advisories/surveillance.htm	Magnesium Metal (Turnings)	9B21H2CLV-V45ZRVA317-V7W48LG2V2H-V7H3TA9CVGHZ	NA	SPEC	NA	NA	I38ZP9992A	SPECIAL SURVEILLANCE	
DEA-1475	CCNC(C)Cc1ccccc1	InChIKey=YAGBSNMZQKEFCO-UHFFFAOYSA-N	InChIKey=YAGBSNMZQKEFCO-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	N-Ethylamphetamine	AV8Z3N4TK-KTL676X5AR-KR72HVRC3ZF-KRFZ89DA6VYD	N	I	NEA	opsin	022YON1XMX	DEA SCHEDULE I	
